ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [s],Runtime Improvement [s],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
1187,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.81%),0.00,72.22 (+3556.86%),58.66 (+275.05%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
1188,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.35%),0.00,11.10 (+462.09%),49.90 (+219.01%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1189,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.84 (+1107.43%),90.35 (+477.62%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1190,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.85%),0.00,1.47  (-25.49%),15.03   (-3.93%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1191,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.82%),0.00,11.11 (+462.67%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
1192,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.93%),0.00,37.28 (+1788.00%),69.99 (+347.49%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
1193,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.15%),0.00,11.09 (+461.68%),49.91 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1194,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.79 (+1104.45%),90.37 (+477.80%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1195,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.56%),0.00,1.49  (-24.68%),15.04   (-3.86%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1196,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11877.91%),0.00,11.11 (+462.51%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
1197,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.14%),0.00,35.50 (+1697.65%),83.46 (+433.60%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
1198,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.82%),0.00,72.37 (+3564.60%),48.20 (+208.15%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
1199,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.70%),0.00,64.58 (+3170.13%),44.43 (+184.09%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
1200,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2701.83%),0.00,2.64  (+33.60%),51.66 (+230.29%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
1201,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.47%),0.00,86.77 (+4293.89%),58.09 (+271.37%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
1202,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.18 (+3554.86%),58.72 (+275.43%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
1203,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.76%),0.00,11.10 (+462.05%),49.89 (+218.99%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1204,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.85 (+1107.74%),90.36 (+477.68%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1205,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.04%),0.00,1.50  (-24.26%),15.03   (-3.92%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1206,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.12%),0.00,11.11 (+462.67%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
1207,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.96%),0.00,37.40 (+1793.72%),70.40 (+350.11%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
1208,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.45%),0.00,11.09 (+461.69%),49.91 (+219.07%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1209,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.78 (+1104.30%),90.37 (+477.75%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1210,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.08%),0.00,1.48  (-25.12%),15.01   (-4.03%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1211,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.25%),0.00,11.11 (+462.51%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
1212,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.13%),0.00,35.53 (+1699.36%),83.37 (+433.02%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
1213,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.82%),0.00,72.27 (+3559.52%),48.13 (+207.71%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
1214,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.69%),0.00,64.54 (+3167.93%),44.44 (+184.13%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
1215,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2776.98%),0.00,2.58  (+30.85%),50.81 (+224.85%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
1216,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.00%),0.00,86.88 (+4299.23%),58.44 (+273.61%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
1217,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.23 (+3557.65%),58.70 (+275.30%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
1218,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.73%),0.00,11.10 (+462.08%),49.90 (+219.00%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1219,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.03%),0.00,23.89 (+1109.50%),90.53 (+478.76%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1220,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.01%),0.00,1.51  (-23.53%),15.04   (-3.85%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1221,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.40%),0.00,11.11 (+462.66%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
1222,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.96%),0.00,37.41 (+1794.30%),70.40 (+350.08%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
1223,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.77%),0.00,11.09 (+461.67%),49.90 (+219.05%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1224,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.78 (+1104.35%),90.26 (+477.04%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1225,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.85%),0.00,1.49  (-24.58%),14.99   (-4.18%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1226,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11877.96%),0.00,11.11 (+462.50%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
1227,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.14%),0.00,35.49 (+1697.20%),83.33 (+432.75%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
1228,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.82%),0.00,72.30 (+3560.93%),48.14 (+207.79%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
1229,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.73%),0.00,64.58 (+3170.10%),44.42 (+183.98%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
1230,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2731.10%),0.00,2.58  (+30.80%),50.72 (+224.27%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
1231,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.00%),0.00,86.30 (+4269.77%),58.52 (+274.14%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
1232,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.23 (+3557.44%),58.63 (+274.85%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
1233,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.97%),0.00,11.10 (+462.07%),49.89 (+218.99%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1234,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.00%),0.00,23.81 (+1105.74%),90.39 (+477.90%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1235,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.95%),0.00,1.48  (-24.99%),15.00   (-4.09%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1236,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.54%),0.00,11.11 (+462.68%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
1237,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.87%),0.00,37.13 (+1780.09%),69.83 (+346.43%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
1238,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.82%),0.00,11.09 (+461.71%),49.91 (+219.08%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1239,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.82 (+1106.22%),90.86 (+480.89%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1240,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.08%),0.00,1.49  (-24.65%),14.99   (-4.16%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1241,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.47%),0.00,11.11 (+462.52%),49.93 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
1242,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.11%),0.00,35.44 (+1694.38%),83.38 (+433.05%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
1243,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.94%),0.00,72.37 (+3564.67%),48.20 (+208.13%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
1244,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.68%),0.00,64.58 (+3170.37%),44.43 (+184.03%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
1245,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2743.45%),0.00,2.60  (+31.44%),51.54 (+229.53%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
1246,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.48%),0.00,86.47 (+4278.82%),58.40 (+273.39%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
1247,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.23 (+3557.76%),58.63 (+274.86%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
1248,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.61%),0.00,11.10 (+462.09%),49.90 (+219.01%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1249,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.77 (+1103.46%),90.29 (+477.23%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1250,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.36%),0.00,1.48  (-25.13%),14.98   (-4.20%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1251,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.41%),0.00,11.11 (+462.66%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
1252,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.89%),0.00,37.20 (+1783.95%),70.04 (+347.77%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
1253,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.61%),0.00,11.09 (+461.69%),49.91 (+219.07%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1254,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.03%),0.00,23.89 (+1109.81%),90.53 (+478.81%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1255,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.15%),0.00,1.49  (-24.70%),15.02   (-3.99%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1256,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11877.72%),0.00,11.11 (+462.53%),49.94 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
1257,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.14%),0.00,35.46 (+1695.57%),83.47 (+433.65%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
1258,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.96%),0.00,72.37 (+3564.43%),48.19 (+208.13%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
1259,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.67%),0.00,64.57 (+3169.84%),44.45 (+184.17%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
1260,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2737.80%),0.00,2.61  (+32.32%),51.77 (+230.99%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
1261,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.34%),0.00,86.82 (+4296.36%),58.02 (+270.97%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
1262,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.22 (+3557.17%),58.66 (+275.02%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
1263,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.85%),0.00,11.10 (+462.08%),49.90 (+219.00%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1264,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.93 (+1111.59%),90.47 (+478.41%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1265,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.07%),0.00,1.50  (-23.92%),15.02   (-3.97%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1266,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.49%),0.00,11.11 (+462.68%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
1267,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.95%),0.00,37.25 (+1786.22%),70.06 (+347.93%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
1268,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15864.01%),0.00,11.09 (+461.71%),49.91 (+219.08%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1269,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.86 (+1108.09%),90.45 (+478.26%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1270,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.50%),0.00,1.48  (-25.03%),14.99   (-4.14%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1271,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.66%),0.00,11.11 (+462.52%),49.93 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
1272,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.15%),0.00,35.46 (+1695.81%),83.43 (+433.38%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
1273,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.94%),0.00,72.39 (+3565.76%),48.21 (+208.21%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
1274,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.72%),0.00,64.61 (+3171.71%),44.44 (+184.12%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
1275,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2766.89%),0.00,2.61  (+31.93%),51.24 (+227.60%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
1276,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.05%),0.00,86.88 (+4299.38%),58.39 (+273.32%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
1277,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.81%),0.00,72.20 (+3555.82%),58.66 (+275.05%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
1278,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.73%),0.00,11.10 (+462.11%),49.90 (+219.02%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1279,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.05%),0.00,23.94 (+1112.33%),90.40 (+477.97%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1280,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.16%),0.00,1.47  (-25.79%),15.03   (-3.93%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1281,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.42%),0.00,11.11 (+462.67%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
1282,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.87%),0.00,37.18 (+1782.84%),69.83 (+346.47%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
1283,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.04%),0.00,11.09 (+461.68%),49.90 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1284,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.00%),0.00,23.76 (+1103.00%),90.34 (+477.59%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1285,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.95%),0.00,1.49  (-24.77%),15.02   (-3.98%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1286,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,7.63 (+261398.44%),0.00,11.11 (+462.56%),49.96 (+219.43%),48  (+84.62%),"  256, 3144,    1","   16,   16,    1"
1287,0.00,fused_classifier_kernel1,fused_classifier_kernel1..const..,0.01 (+354.72%),0.00,15.84 (+702.25%),75.43 (+382.26%),24   (-7.69%)," 1024,    1,    1","  128,    1,    1"
1288,80.00,encoder_forward_kernel1,encoder_forward_kernel1..const..,0.00   (-0.38%),0.00,1.97   (-0.08%),15.63   (-0.06%),26   (+0.00%),"    8,    1,    1","  512,    1,    1"
1289,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.96%),0.00,1.50  (-24.25%),14.97   (-4.26%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1290,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.76%),0.00,11.11 (+462.51%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
1291,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.16%),0.00,35.57 (+1701.33%),83.35 (+432.89%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
1292,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.81%),0.00,72.33 (+3562.43%),48.16 (+207.93%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
1293,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.73%),0.00,64.60 (+3171.37%),44.47 (+184.30%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
1294,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2725.22%),0.00,2.60  (+31.67%),50.95 (+225.76%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
1295,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.07%),0.00,86.82 (+4296.08%),57.99 (+270.78%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
1296,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.24 (+3557.89%),58.67 (+275.10%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
1297,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.78%),0.00,11.10 (+462.09%),49.90 (+219.01%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1298,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.83 (+1106.56%),90.32 (+477.46%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1299,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.04%),0.00,1.48  (-24.93%),15.03   (-3.93%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1300,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.36%),0.00,11.11 (+462.68%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
1301,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.95%),0.00,37.28 (+1787.74%),70.24 (+349.07%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
1302,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.48%),0.00,11.09 (+461.68%),49.90 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
1303,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.79 (+1104.61%),90.39 (+477.89%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
1304,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.43%),0.00,1.48  (-25.10%),14.99   (-4.17%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
1305,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.13%),0.00,11.11 (+462.52%),49.93 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
1306,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.15%),0.00,35.51 (+1698.15%),83.58 (+434.33%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
1307,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.87%),0.00,72.37 (+3564.67%),48.20 (+208.14%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
